0.591150,-9.406436
0.591150,-8.233563
0.591150,-7.045424
0.591150,-5.703439
0.591150,-4.361454
0.591150,-3.019468
0.591150,-1.677482
0.591150,-0.335497
0.591150,1.006489
0.591150,2.348474
0.591150,3.690460
0.591150,5.032445
0.591150,6.374431
0.591150,7.716416
0.591150,9.058402
1.753344,-9.058403
1.753344,-7.716417
1.753344,-6.374432
1.753344,-5.032446
1.753344,-3.690461
1.753344,-2.348475
1.753344,-1.006490
1.753344,0.335496
1.753344,1.677482
1.753344,3.019467
1.753344,4.361453
1.753344,5.703438
1.753344,7.045424
1.753344,8.239382
1.753344,9.411549
2.915537,-9.411549
2.915537,-8.239382
2.915537,-7.045424
2.915537,-5.703439
2.915537,-4.361454
2.915537,-3.019468
2.915537,-1.677482
2.915537,-0.335497
2.915537,1.006489
2.915537,2.348474
2.915537,3.690460
2.915537,5.032445
2.915537,6.374431
2.915537,7.716416
2.915537,9.058402
4.077731,-9.058403
4.077731,-7.716417
4.077731,-6.374432
4.077731,-5.032446
4.077731,-3.690461
4.077731,-2.348475
4.077731,-1.006490
4.077731,0.335496
4.077731,1.677482
4.077731,3.019467
4.077731,4.361453
4.077731,5.703438
4.077731,7.045424
4.077731,8.239382
4.077731,9.411549
5.239924,-9.406436
5.239924,-8.233563
5.239924,-7.045424
5.239924,-5.703439
5.239924,-4.361454
5.239924,-3.019468
5.239924,-1.677482
5.239924,-0.335497
5.239924,1.006489
5.239924,2.348474
5.239924,3.690460
5.239924,5.032445
5.239924,6.374431
5.239924,7.716416
5.239924,9.058402
6.402118,-9.058403
6.402118,-7.716417
6.402118,-6.374432
6.402118,-5.032446
6.402118,-3.690461
6.402118,-2.348475
6.402118,-1.006490
6.402118,0.335496
6.402118,1.677482
6.402118,3.019467
6.402118,4.361453
6.402118,5.703438
6.402118,7.045424
6.402118,8.233563
6.402118,9.406436
7.564311,-9.406436
7.564311,-8.233563
7.564311,-7.045424
7.564311,-5.703439
7.564311,-4.361454
7.564311,-3.019468
7.564311,-1.677482
7.564311,-0.335497
7.564311,1.006489
7.564311,2.348474
7.564311,3.690460
7.564311,5.032445
7.564311,6.374431
7.564311,7.716416
7.564311,9.058402
8.726505,-9.058403
8.726505,-7.716417
8.726505,-6.374432
8.726505,-5.032446
8.726505,-3.690461
8.726505,-2.348475
8.726505,-1.006490
8.726505,0.335496
8.726505,1.677482
8.726505,3.019467
8.726505,4.361453
8.726505,5.703438
8.726505,7.045424
8.726505,8.233563
8.726505,9.406436
9.888699,-9.406436
9.888699,-8.233563
9.888699,-7.045424
9.888699,-5.703439
9.888699,-4.361454
9.888699,-3.019468
9.888699,-1.677482
9.888699,-0.335497
9.888699,1.006489
9.888699,2.348474
9.888699,3.690460
9.888699,5.032445
9.888699,6.374431
9.888699,7.716416
9.888699,9.058402
11.050890,-9.058403
11.050890,-7.716417
11.050890,-6.374432
11.050890,-5.032446
11.050890,-3.690461
11.050890,-2.348475
11.050890,-1.006490
11.050890,0.335496
11.050890,1.677482
11.050890,3.019467
11.050890,4.361453
11.050890,5.703438
11.050890,7.045424
11.050890,8.233563
11.050890,9.406436
12.213090,-9.406436
12.213090,-8.233563
12.213090,-7.045424
12.213090,-5.703439
12.213090,-4.361454
12.213090,-3.019468
12.213090,-1.677482
12.213090,-0.335497
12.213090,1.006489
12.213090,2.348474
12.213090,3.690460
12.213090,5.032445
12.213090,6.374431
12.213090,7.716416
12.213090,9.058402
13.375280,-9.058403
13.375280,-7.716417
13.375280,-6.374432
13.375280,-5.032446
13.375280,-3.690461
13.375280,-2.348475
13.375280,-1.006490
13.375280,0.335496
13.375280,1.677482
13.375280,3.019467
13.375280,4.361453
13.375280,5.703438
13.375280,7.045424
13.375280,8.233563
13.375280,9.406436
14.537470,-9.406436
14.537470,-8.233563
14.537470,-7.045424
14.537470,-5.703439
14.537470,-4.361454
14.537470,-3.019468
14.537470,-1.677482
14.537470,-0.335497
14.537470,1.006489
14.537470,2.348474
14.537470,3.690460
14.537470,5.032445
14.537470,6.374431
14.537470,7.716416
14.537470,9.058402
15.699670,-9.058403
15.699670,-7.716417
15.699670,-6.374432
15.699670,-5.032446
15.699670,-3.690461
15.699670,-2.348475
15.699670,-1.006490
15.699670,0.335496
15.699670,1.677482
15.699670,3.019467
15.699670,4.361453
15.699670,5.703438
15.699670,7.045424
15.699670,8.233563
15.699670,9.406436
16.861860,-9.406436
16.861860,-8.233563
16.861860,-7.045424
16.861860,-5.703439
16.861860,-4.361454
16.861860,-3.019468
16.861860,-1.677482
16.861860,-0.335497
