-0.75	-1.29912567419931	-0.766631918956693
-0.745	-1.29259673352372	-0.750895994727376
-0.74	-1.28336710026866	-0.739045922726773
-0.735	-1.27848081105953	-0.735209868630649
-0.73	-1.28436356461574	-0.734601674200238
-0.725	-1.29117621199599	-0.73273883990045
-0.72	-1.29543117298961	-0.728193539496714
-0.715	-1.2942538943668	-0.728980298712628
-0.71	-1.29032742059428	-0.730421770162329
-0.705	-1.28303129077886	-0.72896717733062
-0.7	-1.27030991156125	-0.722475538629199
-0.695	-1.2546296665017	-0.715380579390809
-0.69	-1.23516432451746	-0.707619373542233
-0.685	-1.21028953590118	-0.698099304729684
-0.68	-1.17903495702062	-0.686700606345886
-0.675	-1.14698412523184	-0.678718919733147
-0.67	-1.11723015655795	-0.667623297401676
-0.665	-1.08675849988609	-0.65587333886454
-0.66	-1.05227989122022	-0.646663171150788
-0.655	-1.01950267223501	-0.635650118207972
-0.65	-0.990826833214506	-0.620594403962604
-0.645	-0.965312296771166	-0.600942741548851
-0.64	-0.938794753948981	-0.581638969756741
-0.635	-0.909757735033982	-0.557815410041615
-0.63	-0.877706803099626	-0.533528453538428
-0.625	-0.844485947684422	-0.512342200248449
-0.62	-0.811273638099873	-0.490888252550005
-0.615	-0.778023148336495	-0.469424830323733
-0.61	-0.742846216482703	-0.452667460973992
-0.605	-0.707030258485882	-0.43866344332819
-0.6	-0.669127937163492	-0.422736657853121
-0.595	-0.629938218565112	-0.402106735610769
-0.59	-0.591374151700983	-0.380552748326596
-0.585	-0.557614253962073	-0.358473028586757
-0.58	-0.528899996161822	-0.332441274605198
-0.575	-0.506882894885363	-0.304033237062051
-0.57	-0.492390499692188	-0.27522259896249
-0.565	-0.481336803638584	-0.24729497061192
-0.56	-0.46758597048641	-0.219794055972515
-0.555	-0.451201040638325	-0.194444538074162
-0.55	-0.436469585994644	-0.174352033150616
-0.545	-0.423198672399726	-0.155641230055719
-0.54	-0.40755627929166	-0.138002710726224
-0.535	-0.387377228516314	-0.121619407715617
-0.53	-0.363752387514815	-0.108170864176491
-0.525	-0.337283462487748	-0.0954752885779474
-0.52	-0.310697821078189	-0.0833996662007515
-0.515	-0.283440399161969	-0.0720041636426395
-0.51	-0.257959597642165	-0.065131056164256
-0.505	-0.234101189835746	-0.0587399200205854
-0.5	-0.214425883829984	-0.0563444316258913
-0.495	-0.197873640350863	-0.0542264257715303
-0.49	-0.184011118866181	-0.0524748632267147
-0.485	-0.170616502930772	-0.0511367820160401
-0.48	-0.157876982874153	-0.0500182887357386
-0.475	-0.145809184805324	-0.0490648779107991
-0.47	-0.135788959515697	-0.0494385506579111
-0.465	-0.126879100012577	-0.0499361188059916
-0.46	-0.117169810363856	-0.0506005695872603
-0.455	-0.106189029196612	-0.0513318874980167
-0.45	-0.0964592928763978	-0.0520815083799053
-0.445	-0.0885362210828822	-0.0556273672889503
-0.44	-0.0819797326080215	-0.0592682415666312
-0.435	-0.0771045715753998	-0.0629356291843281
-0.43	-0.073957376671689	-0.0666992494340445
-0.425	-0.071971809526381	-0.0694538638126971
-0.42	-0.0701989772987533	-0.0721905856867949
-0.415	-0.0685924453403543	-0.074925979066856
-0.41	-0.0670739600406518	-0.0777138219154699
-0.405	-0.0656797061333469	-0.0804950222609597
-0.4	-0.0644198486992563	-0.0805642222053729
-0.395	-0.0633131580097527	-0.0806328777002796
-0.39	-0.0622996309164852	-0.0807273007220793
-0.385	-0.0613834388799287	-0.080836762873175
-0.38	-0.0605564445067028	-0.0809825260101636
-0.375	-0.0598457571803461	-0.0811263583945481
-0.37	-0.0592239475299899	-0.0812817626849006
-0.365	-0.0585668931784032	-0.0814679581605433
-0.36	-0.0564626867961904	-0.0816673938198678
-0.355	-0.0531782957280355	-0.0818605309198785
-0.35	-0.0506578996303858	-0.0820054108014188
-0.345	-0.0496013894466445	-0.0821679444661427
-0.34	-0.0490916440365609	-0.0823216344196294
-0.335	-0.0485921089586435	-0.0825469953460882
-0.33	-0.0480946391931039	-0.0827770378327124
-0.325	-0.0475921919081643	-0.0829921044350459
-0.32	-0.0471967725961307	-0.0832011689811466
-0.315	-0.0482812483744531	-0.083386384642642
-0.31	-0.0505854504329906	-0.0835703250666206
-0.305	-0.0521699316299283	-0.0837955577223384
-0.3	-0.0523343655630636	-0.0840006088680331
-0.295	-0.0519839648214551	-0.0842152201927559
-0.29	-0.051657719790336	-0.0843770114909234
-0.285	-0.0513499997192817	-0.0845428437824059
-0.28	-0.0519748158738614	-0.0847081434880596
-0.275	-0.0540923570231595	-0.0848727075864722
-0.27	-0.0576150095738749	-0.0850517233172135
-0.265	-0.0611853304489494	-0.085222751437586
-0.26	-0.0661828194898996	-0.0853934896874525
-0.255	-0.0726332926390343	-0.0855663176231175
-0.25	-0.0799413843794651	-0.0857232395066929
-0.245	-0.0872237405868463	-0.0858614388479267
-0.24	-0.0945127230521632	-0.0859864926525873
-0.235	-0.100895113151363	-0.0861108651401383
-0.23	-0.105809302893295	-0.0862302048036139
-0.225	-0.10814984527303	-0.08636169230588
-0.22	-0.107532021195653	-0.0864937495551712
-0.215	-0.102467356075947	-0.0866235211530244
-0.21	-0.0940609102718799	-0.0867512900681916
-0.205	-0.0846025796423641	-0.0868846848672976
-0.2	-0.0759908140991666	-0.0870113642934476
-0.195	-0.0684740574542928	-0.0871973281812801
-0.19	-0.0620787754060849	-0.0874105809554439
-0.185	-0.0571347416874613	-0.0876205881467742
-0.18	-0.0545163391518902	-0.0878183012832784
-0.175	-0.0548104514029633	-0.0880248642241123
-0.17	-0.0592652613274371	-0.0882266224081044
-0.165	-0.068520001627098	-0.0884195165689231
-0.16	-0.0802848861317366	-0.0907626838628285
-0.155	-0.0906400048335765	-0.0931015912928878
-0.15	-0.0980108199460988	-0.095381623568076
-0.145	-0.102308264963756	-0.0976293313495337
-0.14	-0.103694210297162	-0.103627733043759
-0.135	-0.103582378119225	-0.111201441330672
-0.13	-0.103501226405871	-0.118763696253811
-0.125	-0.102311595081187	-0.126326610303023
-0.12	-0.0994661510043396	-0.133889016951181
-0.115	-0.0957889882603522	-0.139297085439338
-0.11	-0.0937709872954083	-0.144706452324011
-0.105	-0.0936619167020014	-0.150117203272357
-0.1	-0.0955204513976453	-0.155529408462928
-0.095	-0.0995980855251807	-0.157191170618431
-0.09	-0.105524764389004	-0.157241008526349
-0.085	-0.112951589926584	-0.157291097625622
-0.08	-0.121794423357246	-0.157320104451689
-0.075	-0.130865967877481	-0.157325918117692
-0.07	-0.139439364556225	-0.157329640072735
-0.065	-0.146951418312399	-0.157334354797189
-0.06	-0.154460880923698	-0.157336819523108
-0.055	-0.161968332813335	-0.157338017797096
-0.05	-0.16872945836952	-0.157334956642074
-0.045	-0.174016115246445	-0.157324913963776
-0.04	-0.177842440731786	-0.157285659331496
-0.035	-0.181702103494191	-0.157260975370345
-0.03	-0.185551055117699	-0.157254030233244
-0.025	-0.189190465809508	-0.157249027209089
-0.02	-0.192827810168964	-0.157242839167785
-0.015	-0.196447413467657	-0.157235433794432
-0.01	-0.200079609156013	-0.157227640969439
