36.9999999999999,644
34.9999999999999,385
99.9999999999999,152
8.9999999999999,6.99999999999989
41.9999999999999,17.9999999999999
116,23.9999999999999
163,7.99999999999989
202,28.9999999999999
291,32.9999999999999
322,19.9999999999999
426,21.9999999999999
485,20.9999999999999
604,22.9999999999999
667,9.99999999999989
775,9.99999999999989
896,28.9999999999999
946,28.9999999999999
1021,19.9999999999999
1107,20.9999999999999
1225,20.9999999999999
1277,18.9999999999999
1096,551
540,684
179,554
1504,19.9999999999999
1547,27.9999999999999
1667,28.9999999999999
2352,28.9999999999999
1923,702
2438,645
2238,96.9999999999999
2438,97.9999999999999
2647,97.9999999999999
2827,20.9999999999999
3436,36.9999999999999
3520,37.9999999999999
3803,45.9999999999999
3861,29.9999999999999
4004,708
2856,96.9999999999999
3627,96.9999999999999
4210,89.9999999999999
3176,291
4462,20.9999999999999
4519,23.9999999999999
4577,29.9999999999999
4625,29.9999999999999
4668,28.9999999999999
4706,23.9999999999999
4821,23.9999999999999
4864,19.9999999999999
4908,27.9999999999999
5390,35.9999999999999
5502,65.9999999999999
5539,18.9999999999999
5620,25.9999999999999
4991,88.9999999999999
5228,96.9999999999999
5038,770
5720,28.9999999999999
5868,8.99999999999989
5910,5.99999999999989
6146,19.9999999999999
6320,20.9999999999999
6366,3.99999999999989
6441,4.99999999999989
6498,6.99999999999989
6652,4.99999999999989
6828,26.9999999999999
6942,21.9999999999999
6995,3.99999999999989
7049,4.99999999999989
6836,757
7129,24.9999999999999
7173,6.99999999999989
7291,4.99999999999989
7350,27.9999999999999
7539,27.9999999999999
7594,27.9999999999999
7711,4.99999999999989
7751,2.99999999999989
7817,26.9999999999999
7903,30.9999999999999
7962,3.99999999999989
8008,7.99999999999989
8069,28.9999999999999
8105,6.99999999999989
8167,7.99999999999989
8216,8.99999999999989
7266,651
8368,5.99999999999989
8459,7.99999999999989
8503,9.99999999999989
7230,694
8726,687
9943,459
8558,3.99999999999989
8676,6.99999999999989
8780,10.9999999999999
8865,7.99999999999989
8963,7.99999999999989
9110,5.99999999999989
9181,7.99999999999989
9231,7.99999999999989
9275,6.99999999999989
9322,7.99999999999989
9402,10.9999999999999
9475,6.99999999999989
9524,8.99999999999989
9614,8.99999999999989
9670,6.99999999999989
9754,7.99999999999989
9805,6.99999999999989
9899,8.99999999999989
9981,6.99999999999989
10203,7.99999999999989
10409,7.99999999999989
10453,7.99999999999989
10504,4.99999999999989
10545,4.99999999999989
10607,4.99999999999989
10710,5.99999999999989
10786,3.99999999999989
11012,7.99999999999989
11071,4.99999999999989
11112,5.99999999999989
11162,3.99999999999989
11208,4.99999999999989
11247,3.99999999999989
11319,16.9999999999999
11374,21.9999999999999
10341,69.9999999999999
10390,77.9999999999999
11189,791
9955,463
11384,17.9999999999999
11508,9.99999999999989
11556,4.99999999999989
11630,5.99999999999989
11694,32.9999999999999
11867,5.99999999999989
11934,15.9999999999999
12051,29.9999999999999
12107,19.9999999999999
12197,16.9999999999999
12271,17.9999999999999
12511,22.9999999999999
12596,19.9999999999999
12656,17.9999999999999
12693,19.9999999999999
12232,766
12443,131
12834,22.9999999999999
12940,10.9999999999999
13005,19.9999999999999
13165,22.9999999999999
13323,20.9999999999999
13369,17.9999999999999
13489,28.9999999999999
13640,30.9999999999999
13761,33.9999999999999
13811,26.9999999999999
13872,35.9999999999999
13972,31.9999999999999
14034,792
14090,788
13639,87.9999999999999
12830,783
14251,16.9999999999999
14351,20.9999999999999
14406,20.9999999999999
14446,30.9999999999999
14497,16.9999999999999
14633,18.9999999999999
14670,27.9999999999999
14738,56.9999999999999
14924,41.9999999999999
15139,17.9999999999999
15216,23.9999999999999
15297,20.9999999999999
15370,21.9999999999999
15446,24.9999999999999
15239,244
14512,134
