2266.31473466199	153.498306142018
2551.33333333333	153
11301.6059551052	577
10676	151
13510.3092344705	508.543679021399
5819.63866482748	703.509653652395
4374	149
8615.33333333333	369.481920132145
9052	513.518806294319
16918.6666666667	697
7645.53236286183	181.650776480761
13405.8315922696	217.986179026294
16554.3403453746	592.018903771797
14504	94
12736	607
1074.81496615943	381.375618586923
18193.662833016	256.472374764011
4886	380.482745722476
19448	222.444147962733
2328.66666666667	323.463088011042
6718.66666666667	629
17190	459.881844584942
5374	307
8701.67178328407	188
3320.66666666667	306.495421955389
16758	764.495660777547
5795.66687253748	354.531030843369
15762	404.469586269883
6454.19167312991	262.068150316445
9204.66666666667	347
8108.23123142507	534.977859203109
4003.18857079116	283.090852928411
11064.3392142896	177.509143762579
8402	572.433808813837
7442	431.522684296614
8163.00729962344	221.473786123631
17684	261.493870871921
17980	235
17004	187
18437.8295683527	245.816422385251
14026.9730809513	222
13222.227257943	367.65831770413
2906	431.55783486729
14054	324
16531.7616333791	296.653201299913
6830	542
9585.57545626	459
9623.00475908703	424
16082.6666666667	224
11405.3333333333	86.5634163879439
14323.6026294016	166.542371816471
3667.01041314114	567.494928058604
8755.6712940847	187.503487587952
4464	297.474972327364
2566	416.58417103734
4124.96472734618	733
6528	163.462415677183
6864	722
3797.00061436025	365
8170.17205103395	756.609445965971
14774	640.942114684907
2278.66666666667	690.438734489367
17061.7064745889	256
9907.09554254259	394.875342693833
14543.6969540134	214.779434239517
7607.68331868592	397
14580.9902264197	487.497029255057
10360	431.457541500064
16643.3395095276	452.750872747636
12562.35911051	279
18574.3244673668	627
14710.6666666667	633.47606281434
5717.00174742053	312
4780	552.485897269996
4229.02222023403	342.500613950195
2035.33333333333	374
16426.3361927533	601
17129.661062719	394.53566371975
9607.96644249404	202
18276	437
10670	36.5308033421713
11283.3333333333	637.485684502073
6182.95730789604	190
6601.71522170682	575.487179810708
17855.8234792834	149.356530367336
9130.96867067026	184
4385.03434216657	463.514881291656
13551.7329385998	206.699828604127
12447.6740014458	432
3276.66666666667	283.023280274494
13289.01693007	339.513961569215
16889.3333333333	507.526193268252
19044.3107973054	511
5143.35966575108	472.010562157335
8791.83368327798	384.606363567572
16843.7088627081	385.133474936665
3697.62705718156	460.483632561123
8877.82110885115	379.020090763254
15460.3320331782	488.467496881796
11676.3834790107	737
4131.01621274721	412.550530195824
14704.9887211786	274.531283289916
8584	198.507380345252
5399.73043620596	434.306340153088
16289.5322375253	196.380992466052
14666	242.481790648102
2356.66666666667	462
15705.1186952467	525.662485471528
17424.6666666667	691
7958.66666666667	447.991805761198
8095.10043826494	785.704688958677
